,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,TXU_asm,TXU_HOM,TXU_ENT,TXU_CON,Area,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,ndvi_rvalue,ndmi_rvalue,nbr_rvalue,ndvi_slope,ndmi_slope,nbr_slope,label
39315,-0.09,0.08,0.07,0.06,0.14,0.15,0.07,0.36,0.33,0.32,0.4,0.43,0.31,0.47,0.52,0.5,0.44,0.5,14620.77,417.71,0.15,0.03,1.44,3751.93,0.0,0.01,4155.93,5.6,0.0,1400.25,1.89,1.58,0.5822486177869367,0.8503195509241148,0.7939174705464509,0.024000000000000004,0.03914285714285714,0.054571428571428576,1.0
3483,-0.04,-0.04,0.06,0.11,0.1,0.15,0.2,0.21,0.31,0.37,0.34,0.48,0.35,0.4,0.45,0.54,0.41,0.55,825589.99,409.52,0.02,0.02,3.63,21283.37,0.0,0.07,663.74,6.74,0.02,173.02,1.76,1.9,0.7460038465922509,0.946806944753925,0.9421338365552306,0.032000000000000015,0.04057142857142857,0.05285714285714285,2.0
79,0.07,-0.1,-0.14,-0.07,0.03,-0.02,0.28,0.1,0.03,0.11,0.21,0.18,0.35,0.27,0.25,0.32,0.31,0.38,55865.63,522.53,0.07,0.02,1.63,6749.07,0.0,0.02,3124.76,8.21,0.01,1057.5,2.78,2.32,0.37516230253951866,0.006693744327969203,-0.053863896296308375,0.009714285714285715,0.0002857142857142839,-0.0025714285714285782,1.0
51076,0.08,0.05,0.1,0.07,0.03,0.1,0.26,0.24,0.33,0.14,0.15,0.3,0.35,0.42,0.52,0.11,0.32,0.48,13988.68,329.12,0.05,0.01,0.75,7781.48,0.0,0.01,3710.65,5.1,0.0,1490.01,2.05,1.44,-0.021869088203777073,0.019180001847673645,-0.17901966499555325,-0.0017142857142857127,0.0002857142857142864,-0.007428571428571429,1.0
11289,0.21,0.08,0.15,0.19,0.11,0.14,0.51,0.33,0.44,0.51,0.43,0.47,0.41,0.43,0.56,0.57,0.54,0.51,5034.37,264.2,0.1,0.01,0.37,2624.86,0.0,0.0,5937.04,5.06,0.0,2163.66,1.84,1.43,0.6601021665749953,-0.24275207811380603,0.13550944037049398,0.024000000000000004,-0.006285714285714282,0.004857142857142851,1.0
36692,0.21,0.0,-0.02,-0.0,0.04,0.06,0.46,0.22,0.26,0.28,0.22,0.36,0.39,0.3,0.42,0.47,0.29,0.53,156590.05,460.11,0.02,0.02,3.28,40920.37,0.0,0.03,1489.78,6.58,0.01,445.28,1.97,1.86,0.4084058848686766,-0.3859651623644521,-0.27350538350313114,0.02057142857142857,-0.017428571428571425,-0.013714285714285715,2.0
39480,0.04,0.07,0.13,0.14,0.23,0.18,0.3,0.37,0.43,0.46,0.55,0.51,0.39,0.49,0.56,0.55,0.57,0.53,491585.98,508.09,0.02,0.01,3.48,70828.72,0.0,0.05,877.22,6.88,0.01,188.81,1.48,1.94,0.7369588321278043,0.9127330796426673,0.9455539241545076,0.02657142857142857,0.034,0.046285714285714284,2.0
52129,-0.1,-0.04,0.05,-0.0,-0.03,0.02,0.1,0.19,0.3,0.16,0.2,0.25,0.33,0.39,0.44,0.2,0.29,0.47,22278.24,268.62,0.09,0.04,2.04,1514.13,0.0,0.01,2534.1,4.37,0.0,834.4,1.44,1.23,0.08507108843017283,0.5915493655413718,0.491726111842046,0.004571428571428563,0.016571428571428574,0.018285714285714287,2.0
26006,-0.01,-0.14,-0.15,-0.19,-0.08,0.05,0.19,0.08,0.1,0.05,0.21,0.36,0.19,0.27,0.36,0.37,0.44,0.56,6858.54,445.5,0.11,0.0,0.42,25502.34,0.0,0.0,4947.53,4.62,0.0,1749.22,1.63,1.3,0.9811751127789348,0.2562068558484045,0.5563846571964226,0.06771428571428573,0.012571428571428572,0.034,2.0
43811,-0.09,0.09,0.13,0.13,0.15,0.09,0.09,0.39,0.45,0.42,0.43,0.37,0.31,0.49,0.61,0.61,0.56,0.55,22246.41,353.21,0.07,0.02,0.03,173.87,0.0,0.01,3003.86,5.25,0.0,1007.33,1.76,1.48,0.6678165828262677,0.6542051241183461,0.5920425939669148,0.040285714285714286,0.030857142857142857,0.042571428571428566,1.0
12825,0.05,0.09,0.17,0.24,0.15,0.11,0.38,0.31,0.5,0.58,0.5,0.44,0.49,0.38,0.57,0.67,0.53,0.51,437328.39,359.66,0.02,0.03,3.26,5153.87,0.0,0.07,1114.55,8.6,0.01,235.99,1.82,2.42,0.3640157258190405,0.4397186700479641,0.5266546867190872,0.018571428571428582,0.015714285714285712,0.027142857142857142,2.0
29969,0.11,0.08,0.14,0.11,0.29,0.27,0.34,0.38,0.46,0.31,0.6,0.6,0.18,0.46,0.52,0.25,0.53,0.63,567014.47,351.3,0.02,0.02,3.46,25213.72,0.0,0.06,920.95,7.72,0.01,207.67,1.74,2.18,0.6672664700798354,0.8311374577554609,0.7569423929364675,0.06257142857142857,0.04,0.051714285714285706,2.0
1736,0.04,0.07,0.08,0.17,0.16,0.21,0.25,0.33,0.31,0.46,0.46,0.46,0.32,0.41,0.4,0.51,0.52,0.43,59531.02,377.12,0.04,0.02,2.89,21605.39,0.0,0.02,1889.06,5.34,0.0,573.46,1.62,1.51,0.7086206912671117,0.960246898029234,0.9113531309960672,0.028285714285714282,0.034571428571428565,0.045428571428571436,2.0
26357,0.0,-0.05,-0.02,-0.04,-0.01,0.03,0.29,0.21,0.27,0.25,0.27,0.31,0.34,0.3,0.4,0.41,0.43,0.45,397217.1,507.17,0.03,0.02,3.32,51453.46,0.0,0.05,984.77,7.18,0.01,247.48,1.8,2.02,0.8898215688164917,0.4638386567370694,0.4034362832851641,0.027142857142857142,0.0071428571428571435,0.007428571428571431,2.0
50500,-0.1,-0.08,-0.03,-0.02,-0.04,-0.0,0.13,0.13,0.19,0.22,0.18,0.13,0.36,0.39,0.39,0.47,0.37,0.19,41153.49,343.35,0.06,0.02,2.37,13118.53,0.0,0.01,2245.92,5.28,0.0,699.06,1.64,1.49,-0.4790543680602482,0.8905094008526766,0.2478733823015353,-0.02371428571428572,0.018000000000000002,0.0051428571428571435,2.0
44485,0.27,0.07,0.07,0.02,-0.04,0.01,0.55,0.27,0.32,0.26,0.17,0.22,0.54,0.25,0.48,0.46,0.38,0.47,12354.82,541.14,0.11,0.03,0.69,1455.03,0.0,0.01,4194.65,5.42,0.0,1530.54,1.98,1.53,0.010482848367219015,-0.8328132933925683,-0.8067259611445979,0.0005714285714285625,-0.048000000000000015,-0.057428571428571426,1.0
2017,-0.05,-0.06,0.1,0.18,0.15,0.16,0.2,0.17,0.35,0.48,0.44,0.5,0.36,0.39,0.51,0.53,0.56,0.62,8230.98,533.79,0.14,0.01,0.77,10401.66,0.0,0.0,4770.84,4.81,0.0,1545.47,1.56,1.36,0.9728401583598804,0.8719712290272829,0.9125508064011202,0.052285714285714296,0.05028571428571429,0.06971428571428571,1.0
23352,0.03,0.07,0.15,0.14,0.06,0.14,0.34,0.39,0.46,0.46,0.39,0.47,0.46,0.51,0.47,0.58,0.54,0.62,54083.14,366.44,0.06,0.01,2.54,23706.96,0.0,0.02,2109.98,5.74,0.01,736.62,2.0,1.62,0.8537347209531382,0.5329199186298347,0.6593522023183886,0.028571428571428567,0.014571428571428575,0.01857142857142856,2.0
5143,0.09,0.14,0.23,0.09,0.19,0.19,0.39,0.45,0.54,0.32,0.55,0.54,0.47,0.51,0.55,0.36,0.62,0.61,25423.08,269.2,0.07,0.02,2.24,10314.51,0.0,0.01,2698.65,4.82,0.0,830.58,1.48,1.36,0.4621247905424445,0.4709922384704024,0.4658439146784762,0.024,0.014571428571428569,0.02371428571428572,2.0
26489,-0.13,-0.11,0.0,0.0,-0.06,0.02,0.11,0.15,0.26,0.26,0.22,0.26,0.29,0.34,0.35,0.34,0.41,0.33,124605.29,372.05,0.04,0.02,3.02,37916.63,0.0,0.03,1627.48,6.62,0.01,384.1,1.56,1.87,0.5508297384478563,0.7619097387956579,0.7880509239637422,0.011428571428571432,0.025714285714285717,0.02742857142857143,2.0
37058,-0.06,0.07,0.01,0.11,0.09,0.2,0.24,0.14,0.3,0.4,0.34,0.51,0.36,0.23,0.48,0.59,0.44,0.64,35185.23,472.59,0.07,0.16,2.11,61.13,0.0,0.01,2311.55,4.87,0.0,735.02,1.55,1.37,0.7611209565331529,0.8791353125384022,0.8552190157509963,0.06114285714285715,0.04171428571428571,0.05857142857142857,1.0
13896,-0.02,0.13,0.13,0.15,0.1,0.12,0.26,0.45,0.45,0.43,0.44,0.45,0.44,0.59,0.59,0.43,0.57,0.56,24080.72,390.05,0.07,0.02,2.28,6949.29,0.0,0.01,2726.19,5.14,0.0,714.41,1.35,1.45,0.2724031834384087,0.5450852262996413,0.6368207918726285,0.010857142857142864,0.018000000000000002,0.02571428571428571,1.0
39925,-0.28,-0.09,-0.11,-0.17,-0.14,-0.05,-0.18,0.11,0.11,0.04,0.14,0.23,0.31,0.42,0.36,0.22,0.34,0.5,31242.94,622.53,0.09,0.03,2.05,2362.62,0.0,0.01,2431.12,4.99,0.0,831.7,1.71,1.41,0.31874761441444177,0.6280639184941973,0.7945979106028216,0.016285714285714292,0.02685714285714286,0.05914285714285715,1.0
45155,0.03,-0.01,0.03,0.09,0.05,0.06,0.23,0.27,0.32,0.33,0.29,0.29,0.24,0.47,0.55,0.57,0.49,0.51,30744.82,336.24,0.08,0.02,1.92,7746.46,0.0,0.01,2734.16,5.56,0.0,967.77,1.97,1.57,0.6401666087956592,0.6183210370847414,0.5492290861345451,0.04085714285714286,0.011142857142857144,0.010571428571428563,1.0
35239,0.09,0.02,0.15,0.09,0.1,0.06,0.44,0.29,0.39,0.39,0.41,0.3,0.38,0.44,0.37,0.46,0.52,0.39,80443.05,304.03,0.05,0.04,2.48,7624.42,0.0,0.02,2064.2,6.84,0.01,649.23,2.15,1.93,0.35111011849587564,0.037082280037000835,-0.2979706064947841,0.010857142857142859,0.0008571428571428568,-0.009714285714285715,2.0
38770,-0.19,-0.09,-0.04,-0.03,0.03,0.03,0.04,0.16,0.23,0.24,0.32,0.34,0.24,0.36,0.41,0.33,0.43,0.51,12292.93,398.58,0.13,0.01,1.04,7866.51,0.0,0.01,4194.65,5.42,0.0,1174.52,1.52,1.53,0.8550486209521986,0.9461580627721092,0.9639507498115544,0.042285714285714295,0.042,0.05685714285714286,2.0
35864,0.09,0.05,0.11,0.12,0.08,-0.0,0.45,0.37,0.42,0.44,0.4,0.25,0.42,0.51,0.53,0.51,0.54,0.34,13941.78,278.3,0.1,0.02,1.19,2179.42,0.0,0.01,3139.78,4.31,0.0,1114.66,1.53,1.22,-0.22419947598323275,-0.4236592728681617,-0.6463830048902809,-0.009428571428571422,-0.01,-0.025428571428571425,1.0
37063,0.04,-0.01,-0.19,-0.04,0.03,0.07,0.36,0.07,0.01,0.21,0.27,0.37,0.49,0.14,0.32,0.47,0.38,0.59,13326.42,783.9,0.17,0.05,0.48,242.16,0.0,0.01,3871.98,5.0,0.0,1228.67,1.59,1.41,0.4659801050512861,0.2405965022105623,0.3047299723004791,0.03914285714285714,0.012,0.024285714285714285,1.0
6334,0.12,0.11,0.12,0.13,0.14,0.18,0.35,0.37,0.41,0.46,0.43,0.47,0.43,0.45,0.44,0.51,0.55,0.46,28650.59,414.57,0.08,0.01,1.62,44220.05,0.0,0.01,2886.06,5.72,0.0,1046.65,2.07,1.61,0.5943989439169762,0.8540979350605951,0.9230773195058056,0.014857142857142862,0.011428571428571429,0.02371428571428572,2.0
40108,0.02,-0.03,-0.12,-0.08,-0.11,-0.14,0.33,0.21,0.13,0.16,0.05,0.03,0.44,0.26,0.31,0.24,0.37,0.3,72510.86,288.2,0.04,0.04,2.81,5325.08,0.0,0.02,1911.55,5.92,0.0,467.86,1.45,1.67,-0.3177081641708525,-0.8779589522814027,-0.9445748553429806,-0.012571428571428574,-0.028571428571428567,-0.055714285714285716,1.0
13335,-0.32,-0.2,-0.04,-0.15,-0.0,-0.15,-0.25,-0.07,0.22,0.06,0.27,0.1,0.16,0.31,0.45,0.29,0.48,0.33,7361.5,776.0,0.13,0.01,0.5,5283.09,0.0,0.01,5300.93,5.35,0.0,1777.99,1.79,1.51,0.5519161886917329,0.6246876936321744,0.7269518158944036,0.03428571428571429,0.038285714285714284,0.07457142857142858,1.0
29026,0.16,0.11,-0.12,0.08,0.13,0.09,0.51,0.42,0.17,0.41,0.47,0.44,0.43,0.51,0.33,0.56,0.6,0.56,14389.31,334.1,0.14,0.02,1.33,3768.66,0.0,0.01,3573.22,5.0,0.0,1046.65,1.47,1.41,0.6081478925724157,-0.0482277439938819,0.01782567066401715,0.03285714285714286,-0.0025714285714285713,0.0011428571428571375,2.0
7927,0.01,0.08,0.04,0.08,0.09,0.13,0.25,0.34,0.33,0.38,0.41,0.31,0.35,0.34,0.47,0.48,0.52,0.28,229151.63,511.66,0.03,0.01,3.11,62092.94,0.0,0.04,1439.18,8.02,0.01,393.59,2.19,2.26,0.11153649536757193,0.8593746650421861,0.5370400517348607,0.00571428571428572,0.019142857142857142,0.01599999999999999,2.0
10283,0.09,0.02,0.06,0.09,0.04,-0.0,0.4,0.26,0.32,0.38,0.29,0.31,0.45,0.36,0.41,0.46,0.33,0.46,27862.86,272.36,0.06,0.02,2.37,9354.29,0.0,0.01,2660.47,5.22,0.0,912.85,1.79,1.47,0.00960547283643578,-0.5217939320872036,-0.29950124653787497,0.00028571428571429067,-0.010285714285714285,-0.008571428571428577,1.0
49934,-0.06,0.07,0.0,-0.07,0.05,0.03,0.18,0.3,0.21,0.13,0.27,0.15,0.38,0.47,0.43,0.32,0.42,0.09,35838.24,424.08,0.05,0.02,2.63,23320.01,0.0,0.01,2236.56,5.15,0.0,636.91,1.47,1.45,-0.6628189115270487,0.2956716787333689,-0.2547934372956384,-0.048857142857142856,0.009142857142857142,-0.00914285714285714,2.0
40994,0.18,0.14,0.17,0.14,0.15,0.19,0.42,0.4,0.43,0.42,0.44,0.47,0.33,0.46,0.53,0.43,0.52,0.58,78960.62,482.58,0.05,0.02,2.71,91310.05,0.0,0.02,1701.7,5.75,0.01,557.8,1.88,1.62,0.8013647824882575,0.12506515507348873,0.8131571126147262,0.037999999999999985,0.0014285714285714286,0.010285714285714282,1.0
11298,0.08,0.02,0.13,0.09,-0.01,0.2,0.38,0.33,0.46,0.42,0.28,0.53,0.46,0.39,0.56,0.52,0.37,0.4,7544.79,215.73,0.08,0.01,0.47,408.79,0.0,0.0,4452.78,4.65,0.0,1583.98,1.65,1.31,-0.27788500718836423,0.3324648848747129,0.3321819194149599,-0.011428571428571432,0.01342857142857143,0.016,1.0
13164,0.04,0.07,0.11,0.06,0.09,0.06,0.29,0.32,0.4,0.32,0.39,0.35,0.42,0.45,0.5,0.39,0.5,0.4,17424.56,310.32,0.13,0.03,1.53,11828.74,0.0,0.01,3823.09,5.92,0.0,1157.68,1.79,1.67,-0.06620511221285602,0.2367736811002777,0.5315126805303453,-0.0017142857142857096,0.003142857142857141,0.012285714285714285,1.0
5857,0.12,0.21,0.22,0.27,0.27,0.26,0.35,0.48,0.51,0.53,0.61,0.59,0.42,0.52,0.59,0.44,0.67,0.63,13539.07,410.54,0.09,0.0,1.3,14402.28,0.0,0.01,3871.98,5.0,0.0,1387.84,1.79,1.41,0.7065739016813363,0.86404215118012,0.9249462722066631,0.038571428571428576,0.026571428571428576,0.046,1.0
39661,0.1,0.14,0.26,0.1,0.23,0.25,0.19,0.41,0.59,0.25,0.57,0.6,0.1,0.61,0.68,0.15,0.67,0.68,14486.87,481.84,0.16,0.01,1.26,22949.63,0.0,0.01,4452.78,6.0,0.0,1400.25,1.89,1.69,0.4903861266854117,0.6121035201267596,0.6456694536818303,0.07285714285714287,0.02457142857142857,0.06257142857142857,1.0
26822,0.19,-0.03,0.12,0.15,0.22,0.25,0.51,0.25,0.44,0.43,0.54,0.58,0.51,0.48,0.54,0.39,0.61,0.64,12361.17,444.93,0.14,0.01,1.09,87430.01,0.0,0.01,3887.35,4.8,0.0,1274.18,1.57,1.35,0.5248173089427072,0.5784423263878351,0.5518368122007559,0.025428571428571425,0.030857142857142857,0.034571428571428565,2.0
30437,0.08,0.09,0.05,0.13,0.17,0.13,0.35,0.39,0.34,0.45,0.52,0.44,0.36,0.46,0.52,0.49,0.61,0.48,18751.95,286.05,0.1,0.01,1.27,17836.64,0.0,0.01,3823.09,5.92,0.0,1257.16,1.95,1.67,0.6697590442463717,0.7070886453607148,0.7430724209795667,0.029142857142857137,0.016285714285714285,0.027142857142857142,2.0
2780,0.11,-0.03,0.04,0.03,-0.05,-0.08,0.39,0.11,0.27,0.12,0.21,0.21,0.38,0.19,0.35,0.07,0.37,0.44,5019.83,476.1,0.08,0.01,0.18,5045.73,0.0,0.0,5937.04,5.06,0.0,1998.25,1.7,1.43,0.2133739798676325,-0.7815384496853592,-0.3868944556604795,0.016,-0.029142857142857137,-0.021428571428571432,1.0
16282,-0.22,-0.2,-0.08,0.03,0.09,-0.05,-0.11,-0.05,0.13,0.3,0.31,0.21,0.26,0.33,0.41,0.37,0.37,0.46,4095.37,901.88,0.17,0.01,1.25,28092.39,0.0,0.0,5565.97,4.24,0.0,2074.32,1.58,1.2,0.8450576601508278,0.7961163341813743,0.8578333848575619,0.030857142857142857,0.05228571428571429,0.08142857142857142,1.0
38433,-0.11,0.02,-0.01,-0.06,0.02,0.06,0.13,0.26,0.26,0.21,0.33,0.35,0.36,0.28,0.44,0.42,0.47,0.55,90004.37,376.94,0.06,0.02,2.4,14374.26,0.0,0.03,2327.39,8.15,0.01,757.1,2.65,2.3,0.8645856265563524,0.6912667187532958,0.8375221184954296,0.042857142857142864,0.022857142857142854,0.036000000000000004,2.0
33860,-0.18,-0.17,-0.06,0.05,0.06,0.04,-0.05,-0.01,0.18,0.34,0.35,0.35,0.23,0.35,0.44,0.53,0.51,0.54,114060.83,617.32,0.04,0.01,2.92,57243.96,0.0,0.03,1744.01,6.65,0.01,499.22,1.9,1.88,0.925655348441098,0.9169724692250962,0.9355673520116462,0.060571428571428575,0.054285714285714284,0.09257142857142857,1.0
28016,0.2,-0.24,-0.25,-0.2,-0.08,-0.14,0.52,-0.02,-0.08,-0.01,0.15,0.09,0.37,0.16,0.16,0.24,0.27,0.32,9097.69,500.38,0.04,0.01,0.04,42.99,0.0,0.01,6548.21,7.28,0.0,2360.99,2.62,2.05,0.10088398051482853,-0.37099262225084495,-0.38506501648681296,0.004571428571428572,-0.03342857142857144,-0.04485714285714287,2.0
13348,0.12,0.17,0.18,0.18,0.13,0.14,0.37,0.42,0.47,0.41,0.43,0.43,0.44,0.51,0.52,0.29,0.47,0.46,19998.47,266.21,0.07,0.02,2.29,30467.1,0.0,0.01,2734.16,4.54,0.0,921.22,1.53,1.28,-0.16044662042702226,-0.04021505531333305,0.4439772718687379,-0.0071428571428571435,-0.0005714285714285695,0.007714285714285714,1.0
16205,-0.21,-0.13,-0.1,0.1,0.15,0.04,-0.06,0.04,0.12,0.38,0.38,0.34,0.2,0.32,0.41,0.31,0.29,0.5,80787.41,764.35,0.06,0.02,2.4,18418.78,0.0,0.03,2333.74,7.93,0.01,797.58,2.71,2.24,0.6745203373328895,0.8597547537886622,0.9139362686235784,0.03742857142857143,0.06542857142857142,0.09371428571428572,1.0
30085,0.13,-0.06,0.05,0.12,0.19,0.2,0.45,0.11,0.32,0.36,0.52,0.53,0.51,0.36,0.5,0.32,0.64,0.65,4614.69,473.8,0.07,0.0,0.22,16005.66,0.0,0.0,5565.97,4.24,0.0,2074.32,1.58,1.2,0.5298075824898884,0.642653459963656,0.5671017793389335,0.03885714285714286,0.033428571428571426,0.047714285714285716,1.0
11252,0.01,0.03,0.19,0.08,0.05,0.15,0.26,0.38,0.5,0.36,0.39,0.41,0.39,0.52,0.52,0.38,0.45,0.36,17840.01,287.36,0.11,0.02,1.64,17675.68,0.0,0.01,2968.52,4.73,0.0,977.44,1.56,1.34,-0.37546963074131934,0.4898863537505666,0.4406637907582847,-0.01428571428571429,0.01857142857142857,0.01828571428571428,1.0
45379,0.21,-0.01,0.04,0.06,0.06,0.06,0.46,0.15,0.32,0.31,0.28,0.3,0.37,0.25,0.46,0.53,0.43,0.52,45072.18,336.97,0.06,0.03,2.49,11404.68,0.0,0.01,2324.74,5.71,0.0,744.07,1.83,1.61,0.6935406354622979,-0.3768511731740915,-0.2269331126173081,0.03885714285714286,-0.014857142857142859,-0.012000000000000002,1.0
36663,0.27,0.01,0.08,0.16,0.13,0.23,0.6,0.18,0.37,0.45,0.44,0.53,0.64,0.37,0.52,0.62,0.61,0.51,7598.88,491.15,0.17,0.02,1.06,2613.44,0.0,0.0,5137.82,4.99,0.0,1827.67,1.78,1.41,0.08966638837724067,0.1341361365318774,0.18768485684644426,0.004857142857142855,0.006857142857142857,0.014571428571428575,1.0
27671,-0.05,-0.03,-0.04,-0.02,0.05,0.01,0.24,0.26,0.26,0.27,0.31,0.32,0.33,0.42,0.41,0.46,0.34,0.43,297601.21,395.69,0.02,0.02,3.34,45255.06,0.0,0.04,1077.29,6.86,0.01,319.89,2.04,1.93,0.3190906202709594,0.8038369524685004,0.9529470646935788,0.008857142857142859,0.016,0.016,2.0
37202,0.01,0.04,0.16,0.2,0.13,0.12,0.31,0.25,0.49,0.5,0.45,0.36,0.46,0.29,0.59,0.55,0.59,0.29,77786.4,376.19,0.04,0.02,2.92,17954.24,0.0,0.02,1559.55,4.94,0.01,530.33,1.68,1.39,0.0037856434182314148,0.6374744123285468,0.4484685082596688,0.00028571428571428124,0.02457142857142857,0.02457142857142857,2.0
4455,0.11,0.01,0.04,0.01,0.0,0.04,0.31,0.24,0.29,0.26,0.29,0.32,0.22,0.36,0.43,0.43,0.44,0.44,37401.85,267.25,0.06,0.02,2.22,15762.59,0.0,0.01,2508.61,5.7,0.0,753.74,1.71,1.61,0.8223283722425786,-0.5428202395316738,0.30122721257379204,0.038285714285714284,-0.011714285714285715,0.004857142857142858,1.0
43979,0.01,0.2,0.1,0.14,0.15,0.18,0.33,0.54,0.45,0.44,0.44,0.47,0.4,0.65,0.59,0.63,0.57,0.59,209558.01,414.11,0.06,0.01,1.44,8573.76,0.0,0.05,1906.73,10.24,0.02,598.48,3.21,2.89,0.44999550006749856,0.5806824590312685,0.3076976944152478,0.02142857142857141,0.021142857142857144,0.011142857142857137,2.0
16549,-0.28,-0.17,-0.2,-0.12,-0.01,-0.06,-0.21,-0.04,-0.05,0.08,0.19,0.18,0.16,0.26,0.33,0.38,0.31,0.42,309623.04,882.92,0.05,0.02,2.82,15393.98,0.0,0.08,1730.42,11.51,0.02,396.05,2.63,3.25,0.8706814878985727,0.9074968363963242,0.958339827685184,0.042857142857142864,0.04742857142857144,0.07914285714285715,1.0
42955,-0.04,-0.01,-0.02,0.08,0.13,0.13,0.14,0.23,0.23,0.37,0.4,0.4,0.26,0.41,0.48,0.55,0.61,0.53,9961.49,442.0,0.14,0.02,0.84,30888.9,0.0,0.01,4081.71,4.92,0.0,1350.7,1.63,1.39,0.8681984064177981,0.9430351680193578,0.9503154183591966,0.057714285714285725,0.039142857142857146,0.055714285714285716,1.0
16503,-0.16,-0.06,-0.07,-0.09,-0.0,-0.0,-0.02,0.13,0.17,0.18,0.24,0.31,0.27,0.4,0.46,0.45,0.41,0.51,4599.84,767.44,0.09,0.01,0.25,3114.27,0.0,0.0,6596.71,5.33,0.0,2220.27,1.8,1.5,0.7962921743456789,0.8520859229960716,0.9530553698592272,0.034857142857142864,0.027428571428571427,0.05685714285714286,1.0
19073,0.15,-0.07,0.09,0.2,0.09,0.19,0.43,0.1,0.37,0.51,0.44,0.49,0.54,0.3,0.54,0.56,0.49,0.6,4009.43,539.75,0.08,0.02,0.32,9770.59,0.0,0.0,6493.64,4.95,0.0,2319.16,1.77,1.4,0.4465376204132238,0.4253319764692708,0.519116238210388,0.02542857142857142,0.02257142857142857,0.04171428571428571,1.0
10279,0.1,0.01,0.04,0.07,0.03,-0.0,0.4,0.25,0.3,0.37,0.28,0.3,0.46,0.36,0.41,0.46,0.32,0.47,25238.01,293.67,0.11,0.01,1.81,22142.71,0.0,0.01,3246.82,6.06,0.0,1004.97,1.88,1.71,-0.017281667968832508,-0.5822587140473156,-0.3199394866041825,-0.0005714285714285753,-0.011714285714285714,-0.009714285714285715,1.0
13521,-0.03,0.0,0.03,-0.03,0.06,-0.02,0.2,0.25,0.32,0.24,0.36,0.26,0.3,0.37,0.42,0.34,0.36,0.32,142294.47,278.02,0.03,0.02,3.07,15662.37,0.0,0.03,1615.71,7.17,0.01,378.71,1.68,2.02,-0.012681277339492786,0.2485440324939437,0.5059231729674216,-0.0002857142857142828,0.004857142857142857,0.01571428571428571,1.0
46689,0.11,-0.05,0.08,0.1,0.12,0.04,0.26,0.14,0.27,0.29,0.34,0.12,0.21,0.24,0.33,0.36,0.39,0.16,57979.96,505.18,0.04,0.01,2.76,105106.68,0.0,0.02,2017.44,5.52,0.0,638.38,1.75,1.56,0.1343254168264285,0.15087566418132034,-0.04896531831411289,0.006571428571428571,0.005142857142857143,-0.002285714285714287,1.0
16997,0.15,-0.05,-0.14,-0.19,-0.02,-0.26,0.35,0.17,0.08,0.02,0.17,-0.18,0.17,0.3,0.26,0.22,0.19,0.14,21674.64,572.28,0.08,0.01,0.88,17047.97,0.0,0.01,4212.09,6.9,0.0,1490.89,2.44,1.95,-0.4693772961813977,-0.7401670836251419,-0.8162119925866664,-0.014857142857142859,-0.05742857142857144,-0.07742857142857143,1.0
5572,-0.01,-0.07,0.06,-0.0,0.01,0.04,0.06,0.04,0.26,0.22,0.27,0.31,0.15,0.35,0.46,0.41,0.46,0.5,61924.82,635.41,0.07,0.02,2.33,88755.88,0.0,0.02,2129.59,6.15,0.01,759.46,2.19,1.74,0.8499876673031179,0.5101365191015454,0.8844067828233635,0.05799999999999999,0.012285714285714287,0.054285714285714284,1.0
12537,-0.07,-0.2,-0.13,-0.11,-0.18,-0.15,0.18,0.01,0.04,0.08,0.02,0.07,0.31,0.18,0.19,0.27,0.28,0.31,8598.7,571.25,0.07,0.03,0.62,289.43,0.0,0.0,4174.48,4.5,0.0,1466.76,1.58,1.27,0.35111011849587576,-0.3614031611621003,-0.4147600312519775,0.010857142857142859,-0.009142857142857138,-0.013714285714285714,2.0
43077,0.11,0.19,0.25,0.26,0.29,0.32,0.43,0.49,0.58,0.6,0.6,0.52,0.54,0.61,0.64,0.69,0.7,0.54,451924.44,348.88,0.03,0.01,3.32,27038.28,0.0,0.07,1187.41,8.91,0.02,278.73,2.09,2.51,0.24385597699158,0.9589520299217704,0.6206712050540985,0.009142857142857138,0.03885714285714286,0.022857142857142857,2.0
44432,0.04,0.03,0.0,0.02,-0.0,-0.0,0.33,0.13,0.22,0.25,0.22,0.22,0.48,0.18,0.45,0.48,0.44,0.45,24157.04,349.06,0.12,0.03,1.2,3764.37,0.0,0.01,3958.03,7.16,0.0,1148.52,2.08,2.02,0.3053679870833252,-0.8196885999705369,-0.20776898736902924,0.01885714285714286,-0.007714285714285714,-0.007142857142857145,1.0
46746,0.26,-0.04,0.1,0.1,0.09,0.13,0.56,0.23,0.36,0.36,0.35,0.39,0.42,0.41,0.51,0.58,0.43,0.61,17566.87,338.45,0.13,0.01,1.24,16887.77,0.0,0.01,3590.95,5.39,0.0,1135.56,1.7,1.52,0.6645262628088112,-0.14499744397784334,-0.24628091326876145,0.030857142857142857,-0.007428571428571429,-0.014000000000000009,1.0
